OTU ID	NXT075Mao159	NXT075Mao160	NXT075Mao161	NXT075Mao162	NXT075Mao163	NXT075Mao164	NXT075Mao165	NXT075Mao166	NXT075Mao167	NXT075Mao168	NXT075Mao169	NXT075Mao170	NXT075Mao171	NXT075Mao172	NXT075Mao173	NXT075Mao174	NXT075Mao176	NXT075Mao177	NXT075Mao178	NXT075Mao179	NXT075Mao180	NXT075Mao181	NXT075Mao182	NXT075Mao183	NXT075Mao184	NXT075Mao185	NXT075Mao186	NXT075Mao187	NXT075Mao188	NXT075Mao189	NXT075Mao190	NXT075Mao191	NXT075Mao266	NXT075Mao267	NXT075Mao268	NXT075Mao269	NXT075Mao270	NXT075Mao271	NXT075Mao272	NXT075Mao273	NXT075Mao274	NXT075Mao275	NXT075Mao276	NXT075Mao277	NXT075Mao278	NXT075Mao279	NXT075Mao280	Kingdom	Phylum	Class	Order	Family	Genus	Species
zOTU_12	0.00178235468858303	0.00219325216250564	0.00155414752446501	0.00260434833158935	0.00106314310665604	0.00137747070141683	0.00210998727309264	0.00101994314359497	0.00420111126168858	0.000768119949611331	0.00149309443822322	0.000351941090475933	0.000863676513887526	0.00137832367925187	0.00103242514917668	0.00291136281530909	0.00142692331046208	0.00125196805584536	0.000444800284672182	0.00263285526224624	0.0020482083566901	0.00113615284733816	0.00298707140138628	0.00178472277306258	0.00140166148165875	0.00130510719152448	0.00216799155039191	0.00112929246370131	0.0015607358703593	0.00031675641431739	0.00123150376082302	0.00295232471762443	0.00165931362979737	0.00354645860776168	0.00175	0.00184296112745857	0.000839968501181206	0.00217324996187281	0.00363281375028006	0.00361051562676295	0.00305804830988223	0.000665814903456839	0.00150091642493253	0.00260850475858418	0.000974920178410393	0.00309427823749912	0.00516518696986699	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	luteciae
zOTU_121	0.0108129517774037	0.0046939695814373	0.00305705941625536	0.00239507034065806	0.000797357329992026	0.000262375371698443	0.000502377922164914	0.00479590286669126	0.000677598590594932	0.00270378222263189	0.000909854423292273	0.0087173100871731	0.00853862008047895	0.00373368692860632	0.0117241499991251	0.000850032938776378	0.00529783229097092	0.000701860879792097	0.00521899000682027	0.00441118732534239	0.00189728774093398	0.00832405861621221	0.0157311405076868	0.00170540176092647	0.00165806297220608	0.00280214191121433	0.00283506587358942	0.0337404932011984	0.00026565716942286	0.00144300144300144	0.00257668479187586	0.000799984762195006	0.000702768125561238	0.000405309555172763	0.002953125	0.00563729286046151	0.00944964563828856	0.00364114686594479	0.0030886918669782	0.00132170661336858	0.00624351529934288	0.00183548973385399	0.00287194585155359	0.000923307377419646	0.00104803919179117	0.0160195204752811	0.0112709990428727	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	
zOTU_1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	[Eubacterium]	biforme
zOTU_134	0.00899098920685216	0.00250071741893166	0.00420132187932301	0.00188350191838158	0.000284770474997152	0.0177540668182613	0.00256212740304106	0.00766042403593672	0.00437051090933731	0.008541493839678	0.00170306084359836	0.00173263306080459	0.00321915791539896	0.00467583222834811	0.00703448999947504	0.00505769598571945	0.00227700528265226	0.000644953240890035	0.00409216261898408	0.00334880713180443	0.00437669785692726	0.00925153032832499	0.00661999607874797	0.0015864202427223	0.0220505281870705	0.0276567568086291	0.00227917060425816	0.00516247983406315	0.00504748621903434	0.00295639320029564	0.0189462117049696	0.0119235824079541	0.00162027095615508	0.00618097071638464	0.010796875	0.0152857364100976	0.0135444920815469	0.00903614457831325	0.0035047850718561	0.0114924001869731	0.0201503540419025	0.00710802396933652	0.000129886998311469	0.000987874326889552	0.00909113066367691	0.00585260626635547	0.0232350902670055	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
zOTU_1343	0.0000594118229527676	0.00483745336776944	0.000239099619148464	0.000581327752586908	0.000322739871663439	0	0.000150713376649474	0.0000434018358976585	0	0.000553046363720159	0.0000933184023889511	0.000541447831501435	0.0000981450583963097	0.000331495568427664	0	0.000233759058163504	0.000683101584795677	0.00037938425934708	0.0000296533523114788	0.0000461904431973025	0.000431201759303178	0.000139120756816917	0.00013839713056616	0.000237963036408345	0.0000854671635157772	0.000230313033798438	0.000361331925065318	0.000991011753860337	0.000332071461778575	0	0.0000378924234099392	0.0000952362812136912	0.00130792956701675	0.000101327388793191	0.000296875	0.000805327551494502	0.0000699973750984338	0.000209699557724569	0.000576129052907851	0.000274012346673974	0.000182026685112037	0.0000719799895629015	0.0000144318887012743	0.000639212799752063	0.000584952107046236	0.0000353631798571328	0.000049506584375722	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae		
zOTU_1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	ruminis
zOTU_138	0.00374294484602436	0.00137334481203624	0.00618243300941028	0.00625508661783514	0.00239207198997608	0.00209900297358755	0.00549266528233639	0.00444868817950999	0.00599674752676514	0.0057148124251083	0.00135311683463979	0.00676809789376794	0.00119736971243498	0.00289622443994696	0.00230983253714106	0.0074377882142933	0.0126449693363289	0.00223836713014777	0.00281706846959049	0.00281761703503545	0.0027812513475055	0.0111296605453534	0.00271027714025396	0.00305385896724042	0.00297425729034905	0.00581540410341055	0.00364111401411974	0.000253514634708458	0.00185960018596002	0.00223489247879492	0.00276614690892556	0.00685701224738576	0.00406043805879827	0.00192522038707063	0.004296875	0.00586959888493108	0.00325487794207717	0.00491840780844899	0.0019364337611625	0.00506116922680163	0.00431403243715529	0.00777383887279336	0.0107950527485532	0.00357055230568577	0.00555704501693924	0.000884079496428319	0.00343245651671672	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae		
zOTU_141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii
zOTU_1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	p-2534-18B5		
zOTU_1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Desemzia	
zOTU_146	0.0183582532924052	0.0113147214364777	0.00848803647977046	0.0287640971980002	0.0151877586665148	0.0085053349658912	0.0657445240806484	0.0115014865128795	0.0150426887112075	0.0188650259624543	0.00597237775289287	0.00314039742270832	0.0148199038178428	0.00971805429548468	0.0140689799989501	0.00463267951633126	0.0102161637014998	0.0162945539389571	0.00622720398541055	0.0128871336520474	0.0182182743305593	0.0105268039324801	0.00871901922566806	0.017291980645673	0.0383234761204745	0.0139915168032551	0.00544777363944633	0.0078589536759622	0.0129507870093644	0.0089043747580333	0.00354294158882931	0.0146854345631512	0.0100339671260688	0.119093457628264	0.02334375	0.00834752981260647	0.0164143844605827	0.0104659142900717	0.0100822584258874	0.00333650328008897	0.0320548992482298	0.00611829911284663	0.0615087096448312	0.0213135500200158	0.00833556752540886	0.0519661928000566	0.0291923825868841	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae		
zOTU_1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria				
zOTU_1478	0.0000990197049212793	0	0	0	0	0	0.0000502377922164914	0	0.0000338799295297466	0	0	0.0000270723915750717	0	0.0000174471351804034	0.0000349974626839554	0	0.0000303600704353634	0	0.000148266761557394	0	0	0.0000231867928028195	0.0000230661884276933	0.0000396605060680574	0	0.0000767710112661459	0	0	0	0	0	0.0000380945124854765	0	0.0000168878981321985	0.00003125	0.0000309741365959424	0.0000524980313238254	0.000019063596156779	0.0000800179240149794	0	0	0	0	0.0000387401696819432	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
zOTU_1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
zOTU_1485	0	0	0.0000683141768995611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000015625	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	
zOTU_1669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	caseolyticus
zOTU_169	0.0114466778888999	0.0063952773336613	0.00317660922582959	0.00788280432507848	0.00411967953829214	0.0127689347559909	0.00664813450331569	0.0130205507692975	0.00555630844287844	0.0102313577288229	0.00860862262038074	0.00243651524175646	0.0153891451565414	0.00990997278246912	0.00577458134285264	0.00342138257857492	0.00520675207966482	0.00895346852059108	0.00667200427008273	0.00907642208826994	0.0164072269414859	0.00711834539046559	0.00434797651862018	0.0080114222257476	0.0162558545007008	0.0118995067462526	0.0106731891711602	0.00947222862410694	0.00737198645148436	0.0073909830007391	0.00608173395729524	0.0151235214567342	0.010463436536134	0.0099131962036005	0.01440625	0.0135821588973207	0.0090996587627964	0.00680570382797011	0.0124507889767308	0.00402959333344079	0.0134699746982908	0.002555289629483	0.00295853718376124	0.00863905783907334	0.0146481756806161	0.00873470542471179	0.0136143107033235	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia	
zOTU_1690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	
zOTU_170	0.00104960887216556	0.00215225679498217	0.00469659966184482	0.00467387513079874	0.00527774613661389	0.00356393213223719	0.00472235246835019	0.00457889368720297	0.0158558070199214	0.00494669247549697	0.000746547219111609	0.00452108939303698	0.00133477279418981	0.00249494033079768	0.005494601641381	0.0060777355122511	0.00768109782014694	0.00396456551017698	0.00174954778637725	0.00734428046837109	0.00172480703721271	0.0106195511036913	0.00402504988063248	0.00507654477671135	0.00451266623363304	0.00328196073162774	0.00528100505864695	0.00168241530306522	0.000763764362090722	0.000791891035793475	0.00659328167332942	0.00419039637340241	0.00367001132237536	0.00293849427500253	0.002859375	0.00692271952919312	0.000839968501181206	0.00625285953942352	0.00302467752776622	0.00762399058686997	0.00489651782951381	0.0048946392902773	0.00629230347375561	0.00407417451155103	0.00275414950400936	0.00137916401442818	0.00392752236047394	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	
zOTU_1729	0.000217843350826815	0.0000204976837617349	0.0000853927211244514	0	0	0	0.0000334918614776609	0	0	0	0	0.0000270723915750717	0.0000196290116792619	0.0000348942703608068	0.0000174987313419777	0.0000212508234694094	0	0.000018969212967354	0	0	0.0000431201759303178	0	0.0000230661884276933	0	0.000273494923250487	0.0000575782584496094	0.0000277947634665629	0.0000691403549204886	0	0	0.0000189462117049696	0.0000380945124854765	0	0	0	0.0000154870682979712	0.0000349986875492169	0.000114381576940674	0	0	0.000109216011067222	0.0000179949973907254	0	0.0000129133898939811	0	0.000141452719428531	0.000049506584375722	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	equorum
zOTU_173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae		
zOTU_1743	0.0000198039409842559	0.0000409953675234698	0.0000853927211244514	0.000232531101034763	0.0000569540949994305	0.0000218646143082036	0.0000502377922164914	0.0000651027538464877	0.0000677598590594932	0	0.0000233296005972378	0.0000270723915750717	0.0000196290116792619	0.0000872356759020169	0.0000174987313419777	0.000127504940816457	0	0.000056907638902062	0.0000296533523114788	0.0000230952215986512	0	0	0.0000691985652830798	0.0000793210121361149	0.0000170934327031554	0.0000191927528165365	0.0000555895269331258	0.0000230467849734962	0.000166035730889287	0.0000175975785731883	0.0000568386351149088	0	0.0000195213368211455	0	0.000015625	0.0000619482731918848	0.0000174993437746085	0.0000953179807838951	0.000368082450468905	0.0000483551200012895	0	0.000107969984344352	0.00086591332207646	0.0000451968646289337	0.0000731190133807795	0.0000176815899285664	0.0000330043895838146	Unassigned						
zOTU_176	0.00821863550846618	0.0068667240601812	0.00303998087203047	0.00695267992093943	0.000664464441660022	0.0285551862865139	0.0123919887467345	0.0046005946051518	0.00616614717441388	0.00488524287952807	0.00179637924598731	0.00295089068168282	0.00227696535479439	0.004152418172936	0.00489964477575376	0.00229508893469622	0.0142540530694031	0.0076256236128763	0.00163093437713133	0.00861451765629691	0.0136044155060153	0.0179233908365795	0.00731198173157876	0.0100341080352185	0.0125978599022256	0.00401128533865612	0.013925176496748	0.00221249135745563	0.0044497575878329	0.00184774575018477	0.00615751880411512	0.0121711967391097	0.00288915784952954	0.010723815313946	0.003734375	0.00853337463218213	0.00285239303526118	0.00520436175080067	0.00824184617354287	0.00804306829354781	0.00815479549301928	0.00392290943117813	0.0244764832373613	0.0126809488758894	0.00575202905262132	0.00655986986349813	0.0108914485626588	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	
zOTU_178	0.000990197049212793	0.00362809002582708	0.0120745307669974	0.00306941053365888	0.00193643922998064	0.00642819660661186	0.0111695358027999	0.000368915605130097	0.00105027781542214	0.000860294343564691	0.00636898096304591	0.00197628458498024	0.00158994994602022	0.00137832367925187	0.0000349974626839554	0.00403765645918779	0.00538891250227701	0.00178310601893127	0.00198677460486908	0.00221714127347052	0.00170324694924755	0.00431274346132443	0.00232968503119702	0.00682160704370588	0.0069057468120748	0.00161219123658906	0.00327978208905442	0.00502419912422217	0.00448296473401076	0.000598317671488403	0.0109319641537675	0.0113140702081865	0.00185452699800882	0.00466105988448678	0.00078125	0.0012389654638377	0.000122495406422259	0.00339332011590666	0.00256057356847934	0.00757563546686868	0.00620710996232048	0.00928541865361429	0.0360219941983807	0.00257622128384922	0.00299787954861196	0.00533984015842705	0.00244232482920228	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
zOTU_1799	0.000198039409842559	0.000143483786332144	0.000119549809574232	0.000139518660620858	0.0000569540949994305	0.000196781528773832	0.000100475584432983	0.000108504589744146	0.00010163978858924	0.0000307247979844533	0.000116648002986189	0.0000812171747252152	0.0000196290116792619	0.000418731244329681	0.000104992388051866	0.0000850032938776378	0.000197340457829862	0.000132784490771478	0.0000296533523114788	0.000461904431973025	0.00019404079168643	0.0000231867928028195	0.0000922647537107731	0.000356944554612517	0.000222214625141021	0.000038385505633073	0.000111179053866252	0.00018437427978797	0.0000332071461778575	0.0000175975785731883	0.0000378924234099392	0.000266661587398335	0.0000976066841057276	0.000118215286925389	0.000078125	0.0000929224097878272	0.000192492781520693	0.000038127192313558	0.000352078865665909	0.0000644734933350526	0.000182026685112037	0.0000359899947814508	0.000202046441817841	0.0000710236444168959	0.0000243730044602598	0.000141452719428531	0.000132017558335259	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus	
zOTU_18	0.0821665511436776	0.0549542901652113	0.0305705941625536	0.0270201139402395	0.093404715799066	0.0231764911666958	0.0265255542903075	0.0560100692259283	0.0753489632741564	0.123237164715642	0.281564949608063	0.266960853321782	0.456099715379331	0.131097773745551	0.195023360806342	0.0384852413031005	0.023559414657842	0.264146290570404	0.254751949707914	0.0416637797639668	0.0673105946272261	0.115076052680393	0.0788632982342833	0.149083842309828	0.0452292229325493	0.0575590656967929	0.104008004891878	0.249389260198202	0.156936972836554	0.361876605779045	0.0658949243098842	0.162054056113217	0.330203412329676	0.0307866382949978	0.0965	0.0852872851169274	0.210884591827806	0.0899039194753698	0.114217584738982	0.0610402798149611	0.0508036478147696	0.0719439995681201	0.0204066906236019	0.043673084621444	0.221599356552682	0.174358158285593	0.302221195418991	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
zOTU_1824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	
zOTU_183	0	0.00426351822244086	0.00174201151093881	0	0	0	0	0	0.000271039436237973	0	0	0	0	0	0	0.00123254776122575	0	0	0	0	0	0	0.0000345992826415399	0	0	0	0	0	0	0	0.0010609878554783	0	0	0	0	0	0	0	0	0.000402959333344079	0	0.00359899947814508	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter	
zOTU_184	0.00203980592137835	0.00135284712827451	0.00102471265349342	0.0026508545517963	0.00170862284998291	0.00133374147280042	0.00108848549802398	0.00197478353334346	0.0010163978858924	0.000460871969766799	0.00151642403882046	0.000974606096702583	0.000785160467170478	0.00352432130644148	0.00143489597004217	0.00204007905306331	0.00387090898050883	0.00170722916706186	0.000533760341606619	0.00498856786530867	0.00502350049588202	0.00159988870339455	0.00224895337170009	0.00337114301578488	0.00355543400225633	0.00232232309080091	0.00589248985491133	0.0018437427978797	0.00066414292355715	0.000246366100024637	0.000757848468198784	0.00230471800537133	0.000702768125561238	0.00199277197959942	0.0010625	0.00144029735171132	0.00106745997025112	0.00102943419246607	0.00460903242326281	0.00169242920004513	0.00329468300052788	0.000341904950423782	0.00308842418207271	0.00141401619339093	0.000658071120427015	0.00148525355399958	0.00140268655731212	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	
zOTU_185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	perfringens
zOTU_1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	producta
