OTU_ID,Filtered because
vOTU_44151,sample was not significant in 181 samples (1) > 0.99
vOTU_79913,sample was not significant in 181 samples (1) > 0.99
vOTU_4890,sample was not significant in 181 samples (1) > 0.99
vOTU_138852,sample was not significant in 181 samples (1) > 0.99
vOTU_519,sample was not significant in 181 samples (1) > 0.99
vOTU_56596,sample was not significant in 181 samples (1) > 0.99
vOTU_23408,sample was not significant in 181 samples (1) > 0.99
vOTU_37967,sample was not significant in 181 samples (1) > 0.99
vOTU_120586,sample was not significant in 181 samples (1) > 0.99
vOTU_7940,sample was not significant in 181 samples (1) > 0.99
vOTU_168,sample was not significant in 181 samples (1) > 0.99
vOTU_12092,sample was not significant in 181 samples (1) > 0.99
vOTU_1952,sample was not significant in 181 samples (1) > 0.99
vOTU_109470,sample was not significant in 181 samples (1) > 0.99
vOTU_102154,sample was not significant in 181 samples (1) > 0.99
vOTU_44246,sample was not significant in 181 samples (1) > 0.99
vOTU_102068,sample was not significant in 181 samples (1) > 0.99
vOTU_36583,sample was not significant in 181 samples (1) > 0.99
vOTU_1333,sample was not significant in 181 samples (1) > 0.99
vOTU_81850,sample was not significant in 181 samples (1) > 0.99
vOTU_12874,sample was not significant in 181 samples (1) > 0.99
vOTU_433,sample was not significant in 181 samples (1) > 0.99
vOTU_52945,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_38545,sample was not significant in 181 samples (1) > 0.99
vOTU_114344,sample was not significant in 181 samples (1) > 0.99
vOTU_956,sample was not significant in 181 samples (1) > 0.99
vOTU_42049,sample was not significant in 181 samples (1) > 0.99
vOTU_10056,sample was not significant in 181 samples (1) > 0.99
vOTU_87624,sample was not significant in 181 samples (1) > 0.99
vOTU_118268,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_592,sample was not significant in 181 samples (1) > 0.99
vOTU_2965,sample was not significant in 181 samples (1) > 0.99
vOTU_136528,sample was not significant in 181 samples (1) > 0.99
vOTU_2647,sample was not significant in 181 samples (1) > 0.99
vOTU_86086,sample was not significant in 181 samples (1) > 0.99
vOTU_47702,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_137773,sample was not significant in 181 samples (1) > 0.99
vOTU_4804,sample was not significant in 181 samples (1) > 0.99
vOTU_15576,sample was not significant in 181 samples (1) > 0.99
vOTU_47472,sample was not significant in 181 samples (1) > 0.99
vOTU_758,sample was not significant in 181 samples (1) > 0.99
vOTU_124028,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_36338,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_31947,sample was not significant in 181 samples (1) > 0.99
vOTU_62041,sample was not significant in 181 samples (1) > 0.99
vOTU_49989,sample was not significant in 181 samples (1) > 0.99
vOTU_295,sample was not significant in 181 samples (1) > 0.99
vOTU_4900,sample was not significant in 181 samples (1) > 0.99
vOTU_8641,sample was not significant in 181 samples (1) > 0.99
vOTU_32590,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_12578,sample was not significant in 181 samples (1) > 0.99
vOTU_15950,sample was not significant in 181 samples (1) > 0.99
vOTU_53414,sample was not significant in 181 samples (1) > 0.99
vOTU_141431,sample was not significant in 181 samples (1) > 0.99
vOTU_122992,sample was not significant in 181 samples (1) > 0.99
vOTU_83519,sample was not significant in 181 samples (1) > 0.99
vOTU_53204,sample was not significant in 181 samples (1) > 0.99
vOTU_200,sample was not significant in 181 samples (1) > 0.99
vOTU_63124,sample was not significant in 181 samples (1) > 0.99
vOTU_49470,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_140080,sample was not significant in 181 samples (1) > 0.99
vOTU_505,sample was not significant in 181 samples (1) > 0.99
vOTU_48534,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_89083,sample was not significant in 181 samples (1) > 0.99
vOTU_4397,sample was not significant in 181 samples (1) > 0.99
vOTU_10407,sample was not significant in 181 samples (1) > 0.99
vOTU_5065,sample was not significant in 181 samples (1) > 0.99
vOTU_202,sample was not significant in 181 samples (1) > 0.99
vOTU_5883,sample was not significant in 181 samples (1) > 0.99
vOTU_38152,sample was not significant in 181 samples (1) > 0.99
vOTU_132913,sample was not significant in 181 samples (1) > 0.99
vOTU_10462,sample was not significant in 181 samples (1) > 0.99
vOTU_36708,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_71178,sample was not significant in 181 samples (1) > 0.99
vOTU_39197,sample was not significant in 181 samples (1) > 0.99
vOTU_116048,sample was not significant in 181 samples (1) > 0.99
vOTU_117704,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_50597,sample was not significant in 181 samples (1) > 0.99
vOTU_103397,sample was not significant in 181 samples (1) > 0.99
vOTU_807,sample was not significant in 181 samples (1) > 0.99
vOTU_101259,sample was not significant in 181 samples (1) > 0.99
vOTU_54003,sample was not significant in 181 samples (1) > 0.99
vOTU_8261,sample was not significant in 181 samples (1) > 0.99
vOTU_1475,sample was not significant in 181 samples (1) > 0.99
vOTU_40691,sample was not significant in 181 samples (1) > 0.99
vOTU_217,sample was not significant in 181 samples (1) > 0.99
vOTU_2814,sample was not significant in 181 samples (1) > 0.99
vOTU_1347,sample was not significant in 181 samples (1) > 0.99
vOTU_1688,sample was not significant in 181 samples (1) > 0.99
vOTU_60720,sample was not significant in 181 samples (1) > 0.99
vOTU_4483,sample was not significant in 181 samples (1) > 0.99
vOTU_878,sample was not significant in 181 samples (1) > 0.99
vOTU_83044,sample was not significant in 181 samples (1) > 0.99
vOTU_11645,sample was not significant in 181 samples (1) > 0.99
vOTU_42147,sample was not significant in 181 samples (1) > 0.99
vOTU_576,sample was not significant in 181 samples (1) > 0.99
vOTU_138704,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_132875,sample was not significant in 181 samples (1) > 0.99
vOTU_1013,sample was not significant in 181 samples (1) > 0.99
vOTU_82121,sample was not significant in 181 samples (1) > 0.99
vOTU_15175,sample was not significant in 181 samples (1) > 0.99
vOTU_14755,sample was not significant in 181 samples (1) > 0.99
vOTU_72406,sample was not significant in 181 samples (1) > 0.99
vOTU_2218,sample was not significant in 181 samples (1) > 0.99
vOTU_1027,sample was not significant in 181 samples (1) > 0.99
vOTU_1071,sample was not significant in 181 samples (1) > 0.99
vOTU_79220,sample was not significant in 181 samples (1) > 0.99
vOTU_14312,sample was not significant in 181 samples (1) > 0.99
vOTU_4508,sample was not significant in 181 samples (1) > 0.99
vOTU_91805,sample was not significant in 181 samples (1) > 0.99
vOTU_1255,sample was not significant in 181 samples (1) > 0.99
vOTU_3377,sample was not significant in 181 samples (1) > 0.99
vOTU_20049,sample was not significant in 181 samples (1) > 0.99
vOTU_134003,sample was not significant in 181 samples (1) > 0.99
vOTU_16529,sample was not significant in 181 samples (1) > 0.99
vOTU_2393,sample was not significant in 181 samples (1) > 0.99
vOTU_22040,sample was not significant in 181 samples (1) > 0.99
vOTU_22745,sample was not significant in 181 samples (1) > 0.99
vOTU_28637,sample was not significant in 181 samples (1) > 0.99
vOTU_24572,sample was not significant in 181 samples (1) > 0.99
vOTU_24392,sample was not significant in 181 samples (1) > 0.99
vOTU_82222,sample was not significant in 181 samples (1) > 0.99
vOTU_75408,sample was not significant in 181 samples (1) > 0.99
vOTU_99371,sample was not significant in 181 samples (1) > 0.99
vOTU_7184,sample was not significant in 181 samples (1) > 0.99
vOTU_61314,sample was not significant in 181 samples (1) > 0.99
vOTU_1766,sample was not significant in 181 samples (1) > 0.99
vOTU_17903,sample was not significant in 181 samples (1) > 0.99
vOTU_3142,sample was not significant in 181 samples (1) > 0.99
vOTU_122711,sample was not significant in 181 samples (1) > 0.99
vOTU_15611,sample was not significant in 181 samples (1) > 0.99
vOTU_44274,sample was not significant in 181 samples (1) > 0.99
vOTU_110306,sample was not significant in 181 samples (1) > 0.99
vOTU_99981,sample was not significant in 181 samples (1) > 0.99
vOTU_92396,sample was not significant in 181 samples (1) > 0.99
vOTU_122520,sample was not significant in 181 samples (1) > 0.99
vOTU_420,sample was not significant in 181 samples (1) > 0.99
vOTU_1177,sample was not significant in 181 samples (1) > 0.99
vOTU_119497,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_4966,sample was not significant in 181 samples (1) > 0.99
vOTU_27982,sample was not significant in 181 samples (1) > 0.99
vOTU_7318,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_3187,sample was not significant in 181 samples (1) > 0.99
vOTU_113866,sample was not significant in 181 samples (1) > 0.99
vOTU_948,sample was not significant in 181 samples (1) > 0.99
vOTU_15916,sample was not significant in 181 samples (1) > 0.99
vOTU_88593,sample was not significant in 181 samples (1) > 0.99
vOTU_92969,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_9382,sample was not significant in 181 samples (1) > 0.99
vOTU_71542,sample was not significant in 181 samples (1) > 0.99
vOTU_78915,sample was not significant in 181 samples (1) > 0.99
vOTU_6877,sample was not significant in 181 samples (1) > 0.99
vOTU_127684,sample was not significant in 181 samples (1) > 0.99
vOTU_126330,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_11070,sample was not significant in 181 samples (1) > 0.99
vOTU_10862,sample was not significant in 181 samples (1) > 0.99
vOTU_32746,sample was not significant in 181 samples (1) > 0.99
vOTU_27113,sample was not significant in 181 samples (1) > 0.99
vOTU_8045,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_76142,sample was not significant in 181 samples (1) > 0.99
vOTU_145354,sample was not significant in 181 samples (1) > 0.99
vOTU_30927,sample was not significant in 181 samples (1) > 0.99
vOTU_131853,sample was not significant in 181 samples (1) > 0.99
vOTU_4022,sample was not significant in 181 samples (1) > 0.99
vOTU_898,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_32693,sample was not significant in 181 samples (1) > 0.99
vOTU_12360,sample was not significant in 181 samples (1) > 0.99
vOTU_87441,sample was not significant in 181 samples (1) > 0.99
vOTU_129353,sample was not significant in 181 samples (1) > 0.99
vOTU_138673,sample was not significant in 181 samples (1) > 0.99
vOTU_6752,sample was not significant in 181 samples (1) > 0.99
vOTU_5544,sample was not significant in 181 samples (1) > 0.99
vOTU_79231,sample was not significant in 181 samples (1) > 0.99
vOTU_65112,sample was not significant in 181 samples (1) > 0.99
vOTU_85137,sample was not significant in 181 samples (1) > 0.99
vOTU_920,sample was not significant in 181 samples (1) > 0.99
vOTU_46661,sample was not significant in 181 samples (1) > 0.99
vOTU_80632,sample was not significant in 181 samples (1) > 0.99
vOTU_12946,sample was not significant in 181 samples (1) > 0.99
vOTU_3015,sample was not significant in 181 samples (1) > 0.99
vOTU_6018,sample was not significant in 181 samples (1) > 0.99
vOTU_46504,sample was not significant in 181 samples (1) > 0.99
vOTU_12668,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_596,sample was not significant in 181 samples (1) > 0.99
vOTU_30126,sample was not significant in 181 samples (1) > 0.99
vOTU_39407,sample was not significant in 181 samples (1) > 0.99
vOTU_3304,sample was not significant in 181 samples (1) > 0.99
vOTU_14468,sample was not significant in 181 samples (1) > 0.99
vOTU_43234,sample was not significant in 181 samples (1) > 0.99
vOTU_49939,sample was not significant in 181 samples (1) > 0.99
vOTU_88697,sample was not significant in 181 samples (1) > 0.99
vOTU_11799,sample was not significant in 181 samples (1) > 0.99
vOTU_5526,sample was not significant in 181 samples (1) > 0.99
vOTU_133333,sample was not significant in 181 samples (1) > 0.99
vOTU_34414,sample was not significant in 181 samples (1) > 0.99
vOTU_143926,sample was not significant in 181 samples (1) > 0.99
vOTU_95140,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_122885,sample was not significant in 181 samples (1) > 0.99
vOTU_12112,sample was not significant in 181 samples (1) > 0.99
vOTU_2012,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_17558,sample was not significant in 181 samples (1) > 0.99
vOTU_56502,sample was not significant in 181 samples (1) > 0.99
vOTU_108092,sample was not significant in 181 samples (1) > 0.99
vOTU_95297,sample was not significant in 181 samples (1) > 0.99
vOTU_53682,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_26150,sample was not significant in 181 samples (1) > 0.99
vOTU_17643,sample was not significant in 181 samples (1) > 0.99
vOTU_27437,sample was not significant in 181 samples (1) > 0.99
vOTU_66571,sample was not significant in 181 samples (1) > 0.99
vOTU_39352,sample was not significant in 181 samples (1) > 0.99
vOTU_13600,sample was not significant in 181 samples (1) > 0.99
vOTU_102069,sample was not significant in 181 samples (1) > 0.99
vOTU_34253,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_1104,sample was not significant in 181 samples (1) > 0.99
vOTU_104482,sample was not significant in 181 samples (1) > 0.99
vOTU_109750,sample was not significant in 181 samples (1) > 0.99
vOTU_14134,sample was not significant in 181 samples (1) > 0.99
vOTU_1698,sample was not significant in 181 samples (1) > 0.99
vOTU_91413,sample was not significant in 181 samples (1) > 0.99
vOTU_729,sample was not significant in 181 samples (1) > 0.99
vOTU_48263,sample was not significant in 181 samples (1) > 0.99
vOTU_123051,sample was not significant in 181 samples (1) > 0.99
vOTU_81809,sample was not significant in 181 samples (1) > 0.99
vOTU_18164,sample was not significant in 181 samples (1) > 0.99
vOTU_4177,sample was not significant in 181 samples (1) > 0.99
vOTU_2343,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_81066,sample was not significant in 181 samples (1) > 0.99
vOTU_12732,sample was not significant in 181 samples (1) > 0.99
vOTU_55128,sample was not significant in 181 samples (1) > 0.99
vOTU_101183,sample was not significant in 181 samples (1) > 0.99
vOTU_80181,sample was not significant in 181 samples (1) > 0.99
vOTU_71540,sample was not significant in 181 samples (1) > 0.99
vOTU_12006,sample was not significant in 181 samples (1) > 0.99
vOTU_111677,sample was not significant in 181 samples (1) > 0.99
vOTU_108242,sample was not significant in 181 samples (1) > 0.99
vOTU_72997,sample was not significant in 181 samples (1) > 0.99
vOTU_29895,sample was not significant in 181 samples (1) > 0.99
vOTU_53287,sample was not significant in 181 samples (1) > 0.99
vOTU_59041,sample was not significant in 181 samples (1) > 0.99
vOTU_73498,sample was not significant in 181 samples (1) > 0.99
vOTU_62780,sample was not significant in 181 samples (1) > 0.99
vOTU_60357,sample was not significant in 181 samples (1) > 0.99
vOTU_11988,sample was not significant in 181 samples (1) > 0.99
vOTU_10873,sample was not significant in 181 samples (1) > 0.99
vOTU_123217,sample was not significant in 181 samples (1) > 0.99
vOTU_3006,sample was not significant in 181 samples (1) > 0.99
vOTU_50887,sample was not significant in 181 samples (1) > 0.99
vOTU_1659,sample was not significant in 181 samples (1) > 0.99
vOTU_2202,sample was not significant in 181 samples (1) > 0.99
vOTU_49387,sample was not significant in 181 samples (1) > 0.99
vOTU_17510,sample was not significant in 181 samples (1) > 0.99
vOTU_7820,sample was not significant in 181 samples (1) > 0.99
vOTU_1508,sample was not significant in 181 samples (1) > 0.99
vOTU_7598,sample was not significant in 181 samples (1) > 0.99
vOTU_1706,sample was not significant in 181 samples (1) > 0.99
vOTU_6459,sample was not significant in 181 samples (1) > 0.99
vOTU_13917,sample was not significant in 181 samples (1) > 0.99
vOTU_6643,sample was not significant in 181 samples (1) > 0.99
vOTU_13440,sample was not significant in 181 samples (1) > 0.99
vOTU_55036,sample was not significant in 181 samples (1) > 0.99
vOTU_6739,sample was not significant in 181 samples (1) > 0.99
vOTU_121119,sample was not significant in 181 samples (1) > 0.99
vOTU_12635,sample was not significant in 181 samples (1) > 0.99
vOTU_152,sample was not significant in 181 samples (1) > 0.99
vOTU_35937,sample was not significant in 181 samples (1) > 0.99
vOTU_56593,sample was not significant in 181 samples (1) > 0.99
vOTU_130571,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_34247,sample was not significant in 181 samples (1) > 0.99
vOTU_34190,sample was not significant in 181 samples (1) > 0.99
vOTU_33362,sample was not significant in 181 samples (1) > 0.99
vOTU_53896,sample was not significant in 181 samples (1) > 0.99
vOTU_10792,sample was not significant in 181 samples (1) > 0.99
vOTU_5721,sample was not significant in 181 samples (1) > 0.99
vOTU_3467,sample was not significant in 181 samples (1) > 0.99
vOTU_57070,sample was not significant in 181 samples (1) > 0.99
vOTU_45,sample was not significant in 181 samples (1) > 0.99
vOTU_3769,sample was not significant in 181 samples (1) > 0.99
vOTU_12756,sample was not significant in 181 samples (1) > 0.99
vOTU_87395,sample was not significant in 181 samples (1) > 0.99
vOTU_89922,sample was not significant in 181 samples (1) > 0.99
vOTU_3270,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_11041,sample was not significant in 181 samples (1) > 0.99
vOTU_16387,sample was not significant in 181 samples (1) > 0.99
vOTU_2578,sample was not significant in 181 samples (1) > 0.99
vOTU_2167,sample was not significant in 181 samples (1) > 0.99
vOTU_113103,sample was not significant in 181 samples (1) > 0.99
vOTU_1280,sample was not significant in 181 samples (1) > 0.99
vOTU_46762,sample was not significant in 181 samples (1) > 0.99
vOTU_16213,sample was not significant in 181 samples (1) > 0.99
vOTU_52949,sample was not significant in 181 samples (1) > 0.99
vOTU_5894,sample was not significant in 181 samples (1) > 0.99
vOTU_5583,sample was not significant in 181 samples (1) > 0.99
vOTU_89420,sample was not significant in 181 samples (1) > 0.99
vOTU_52492,sample was not significant in 181 samples (1) > 0.99
vOTU_44751,sample was not significant in 181 samples (1) > 0.99
vOTU_107057,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_88436,sample was not significant in 181 samples (1) > 0.99
vOTU_59378,sample was not significant in 181 samples (1) > 0.99
vOTU_11362,sample was not significant in 181 samples (1) > 0.99
vOTU_85208,sample was not significant in 181 samples (1) > 0.99
vOTU_20187,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_18461,sample was not significant in 181 samples (1) > 0.99
vOTU_11483,sample was not significant in 181 samples (1) > 0.99
vOTU_5371,sample was not significant in 181 samples (1) > 0.99
vOTU_137545,sample was not significant in 181 samples (1) > 0.99
vOTU_14445,sample was not significant in 181 samples (1) > 0.99
vOTU_80675,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_16364,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_39189,sample was not significant in 181 samples (1) > 0.99
vOTU_43076,sample was not significant in 181 samples (1) > 0.99
vOTU_35623,sample was not significant in 181 samples (1) > 0.99
vOTU_679,sample was not significant in 181 samples (1) > 0.99
vOTU_98156,sample was not significant in 181 samples (1) > 0.99
vOTU_281,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_105705,sample was not significant in 181 samples (1) > 0.99
vOTU_41635,sample was not significant in 181 samples (1) > 0.99
vOTU_26188,sample was not significant in 181 samples (1) > 0.99
vOTU_7284,sample was not significant in 181 samples (1) > 0.99
vOTU_48833,sample was not significant in 181 samples (1) > 0.99
vOTU_94889,sample was not significant in 181 samples (1) > 0.99
vOTU_11158,sample was not significant in 181 samples (1) > 0.99
vOTU_29152,sample was not significant in 181 samples (1) > 0.99
vOTU_14472,sample was not significant in 181 samples (1) > 0.99
vOTU_9817,sample was not significant in 181 samples (1) > 0.99
vOTU_55310,sample was not significant in 181 samples (1) > 0.99
vOTU_361,sample was not significant in 181 samples (1) > 0.99
vOTU_3032,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_6521,sample was not significant in 181 samples (1) > 0.99
vOTU_100971,sample was not significant in 181 samples (1) > 0.99
vOTU_83023,sample was not significant in 181 samples (1) > 0.99
vOTU_2360,sample was not significant in 181 samples (1) > 0.99
vOTU_245,sample was not significant in 181 samples (1) > 0.99
vOTU_4014,sample was not significant in 181 samples (1) > 0.99
vOTU_126337,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_13597,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_50788,sample was not significant in 181 samples (1) > 0.99
vOTU_10388,sample was not significant in 181 samples (1) > 0.99
vOTU_59022,sample was not significant in 181 samples (1) > 0.99
vOTU_18300,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_3899,sample was not significant in 181 samples (1) > 0.99
vOTU_833,sample was not significant in 181 samples (1) > 0.99
vOTU_19102,sample was not significant in 181 samples (1) > 0.99
vOTU_76559,sample was not significant in 181 samples (1) > 0.99
vOTU_4353,sample was not significant in 181 samples (1) > 0.99
vOTU_6975,sample was not significant in 181 samples (1) > 0.99
vOTU_7260,sample was not significant in 181 samples (1) > 0.99
vOTU_138209,sample was not significant in 181 samples (1) > 0.99
vOTU_5141,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_14556,sample was not significant in 181 samples (1) > 0.99
vOTU_30061,sample was not significant in 181 samples (1) > 0.99
vOTU_1365,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_118817,sample was not significant in 181 samples (1) > 0.99
vOTU_43228,sample was not significant in 181 samples (1) > 0.99
vOTU_910,sample was not significant in 181 samples (1) > 0.99
vOTU_41950,sample was not significant in 181 samples (1) > 0.99
vOTU_10172,sample was not significant in 181 samples (1) > 0.99
vOTU_31887,sample was not significant in 181 samples (1) > 0.99
vOTU_792,sample was not significant in 181 samples (1) > 0.99
vOTU_70511,sample was not significant in 181 samples (1) > 0.99
vOTU_28923,sample was not significant in 181 samples (1) > 0.99
vOTU_36565,sample was not significant in 181 samples (1) > 0.99
vOTU_98909,sample was not significant in 181 samples (1) > 0.99
vOTU_66863,sample was not significant in 181 samples (1) > 0.99
vOTU_2107,sample was not significant in 181 samples (1) > 0.99
vOTU_109744,sample was not significant in 181 samples (1) > 0.99
vOTU_1998,sample was not significant in 181 samples (1) > 0.99
vOTU_78990,sample was not significant in 181 samples (1) > 0.99
vOTU_33469,sample was not significant in 181 samples (1) > 0.99
vOTU_8212,sample was not significant in 181 samples (1) > 0.99
vOTU_44178,sample was not significant in 181 samples (1) > 0.99
vOTU_17537,sample was not significant in 181 samples (1) > 0.99
vOTU_105761,sample was not significant in 181 samples (1) > 0.99
vOTU_41446,sample was not significant in 181 samples (1) > 0.99
vOTU_2951,sample was not significant in 181 samples (1) > 0.99
vOTU_63078,sample was not significant in 181 samples (1) > 0.99
vOTU_26716,sample was not significant in 181 samples (1) > 0.99
vOTU_62677,sample was not significant in 181 samples (1) > 0.99
vOTU_15054,sample was not significant in 181 samples (1) > 0.99
vOTU_53859,sample was not significant in 181 samples (1) > 0.99
vOTU_48175,sample was not significant in 181 samples (1) > 0.99
vOTU_77117,sample was not significant in 181 samples (1) > 0.99
vOTU_137490,sample was not significant in 181 samples (1) > 0.99
vOTU_82117,sample was not significant in 181 samples (1) > 0.99
vOTU_15,sample was not significant in 181 samples (1) > 0.99
vOTU_66337,sample was not significant in 181 samples (1) > 0.99
vOTU_126747,sample was not significant in 181 samples (1) > 0.99
vOTU_5092,sample was not significant in 181 samples (1) > 0.99
vOTU_864,sample was not significant in 181 samples (1) > 0.99
vOTU_63982,sample was not significant in 181 samples (1) > 0.99
vOTU_13718,sample was not significant in 181 samples (1) > 0.99
vOTU_22976,sample was not significant in 181 samples (1) > 0.99
vOTU_13138,sample was not significant in 181 samples (1) > 0.99
vOTU_84661,sample was not significant in 181 samples (1) > 0.99
vOTU_142624,sample was not significant in 181 samples (1) > 0.99
vOTU_17661,sample was not significant in 181 samples (1) > 0.99
vOTU_62164,sample was not significant in 181 samples (1) > 0.99
vOTU_81077,sample was not significant in 181 samples (1) > 0.99
vOTU_9666,sample was not significant in 181 samples (1) > 0.99
vOTU_77874,sample was not significant in 181 samples (1) > 0.99
vOTU_3714,sample was not significant in 181 samples (1) > 0.99
vOTU_116480,sample was not significant in 181 samples (1) > 0.99
vOTU_4988,sample was not significant in 181 samples (1) > 0.99
vOTU_72243,sample was not significant in 181 samples (1) > 0.99
vOTU_56555,sample was not significant in 181 samples (1) > 0.99
vOTU_9879,sample was not significant in 181 samples (1) > 0.99
vOTU_11869,sample was not significant in 181 samples (1) > 0.99
vOTU_1586,sample was not significant in 181 samples (1) > 0.99
vOTU_18085,sample was not significant in 181 samples (1) > 0.99
vOTU_115059,sample was not significant in 181 samples (1) > 0.99
vOTU_7979,sample was not significant in 181 samples (1) > 0.99
vOTU_120994,sample was not significant in 181 samples (1) > 0.99
vOTU_25944,sample was not significant in 181 samples (1) > 0.99
vOTU_110,sample was not significant in 181 samples (1) > 0.99
vOTU_52485,sample was not significant in 181 samples (1) > 0.99
vOTU_24303,sample was not significant in 181 samples (1) > 0.99
vOTU_14820,sample was not significant in 181 samples (1) > 0.99
vOTU_41901,sample was not significant in 181 samples (1) > 0.99
vOTU_607,sample was not significant in 181 samples (1) > 0.99
vOTU_85362,sample was not significant in 181 samples (1) > 0.99
vOTU_118029,sample was not significant in 181 samples (1) > 0.99
vOTU_42631,sample was not significant in 181 samples (1) > 0.99
vOTU_134899,sample was not significant in 181 samples (1) > 0.99
vOTU_95,sample was not significant in 181 samples (1) > 0.99
vOTU_2211,sample was not significant in 181 samples (1) > 0.99
vOTU_23931,sample was not significant in 181 samples (1) > 0.99
vOTU_93541,sample was not significant in 181 samples (1) > 0.99
vOTU_531,sample was not significant in 181 samples (1) > 0.99
vOTU_59277,sample was not significant in 181 samples (1) > 0.99
vOTU_25029,sample was not significant in 181 samples (1) > 0.99
vOTU_52890,sample was not significant in 181 samples (1) > 0.99
vOTU_5852,sample was not significant in 181 samples (1) > 0.99
vOTU_10785,sample was not significant in 181 samples (1) > 0.99
vOTU_123565,sample was not significant in 181 samples (1) > 0.99
vOTU_330,sample was not significant in 181 samples (1) > 0.99
vOTU_5191,sample was not significant in 181 samples (1) > 0.99
vOTU_55919,sample was not significant in 181 samples (1) > 0.99
vOTU_105602,sample was not significant in 181 samples (1) > 0.99
vOTU_112954,sample was not significant in 181 samples (1) > 0.99
vOTU_15562,sample was not significant in 181 samples (1) > 0.99
vOTU_89845,sample was not significant in 181 samples (1) > 0.99
vOTU_4030,sample was not significant in 181 samples (1) > 0.99
vOTU_102075,sample was not significant in 181 samples (1) > 0.99
vOTU_9249,sample was not significant in 181 samples (1) > 0.99
vOTU_11150,sample was not significant in 181 samples (1) > 0.99
vOTU_22477,sample was not significant in 181 samples (1) > 0.99
vOTU_71807,sample was not significant in 181 samples (1) > 0.99
vOTU_4133,sample was not significant in 181 samples (1) > 0.99
vOTU_3135,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_38799,sample was not significant in 181 samples (1) > 0.99
vOTU_74716,sample was not significant in 181 samples (1) > 0.99
vOTU_28083,sample was not significant in 181 samples (1) > 0.99
vOTU_101656,sample was not significant in 181 samples (1) > 0.99
vOTU_110400,sample was not significant in 181 samples (1) > 0.99
vOTU_38740,sample was not significant in 181 samples (1) > 0.99
vOTU_55859,sample was not significant in 181 samples (1) > 0.99
vOTU_95769,sample was not significant in 181 samples (1) > 0.99
vOTU_6913,sample was not significant in 181 samples (1) > 0.99
vOTU_69225,sample was not significant in 181 samples (1) > 0.99
vOTU_861,sample was not significant in 181 samples (1) > 0.99
vOTU_13,sample was not significant in 181 samples (1) > 0.99
vOTU_6589,sample was not significant in 181 samples (1) > 0.99
vOTU_30998,sample was not significant in 181 samples (1) > 0.99
vOTU_106514,sample was not significant in 181 samples (1) > 0.99
vOTU_58679,sample was not significant in 181 samples (1) > 0.99
vOTU_134148,sample was not significant in 181 samples (1) > 0.99
vOTU_80990,sample was not significant in 181 samples (1) > 0.99
vOTU_41410,sample was not significant in 181 samples (1) > 0.99
vOTU_88188,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_129276,sample was not significant in 181 samples (1) > 0.99
vOTU_16632,sample was not significant in 181 samples (1) > 0.99
vOTU_815,sample was not significant in 181 samples (1) > 0.99
vOTU_64569,sample was not significant in 181 samples (1) > 0.99
vOTU_76568,sample was not significant in 181 samples (1) > 0.99
vOTU_17884,sample was not significant in 181 samples (1) > 0.99
vOTU_86460,sample was not significant in 181 samples (1) > 0.99
