OTU_ID,Filtered because
vOTU_42967,sample was not significant in 181 samples (1) > 0.99
vOTU_5750,sample was not significant in 181 samples (1) > 0.99
vOTU_24530,sample was not significant in 181 samples (1) > 0.99
vOTU_2741,sample was not significant in 181 samples (1) > 0.99
vOTU_104609,sample was not significant in 181 samples (1) > 0.99
vOTU_16996,sample was not significant in 181 samples (1) > 0.99
vOTU_2455,sample was not significant in 181 samples (1) > 0.99
vOTU_124340,sample was not significant in 181 samples (1) > 0.99
vOTU_106596,sample was not significant in 181 samples (1) > 0.99
vOTU_97928,sample was not significant in 181 samples (1) > 0.99
vOTU_30978,sample was not significant in 181 samples (1) > 0.99
vOTU_7218,sample was not significant in 181 samples (1) > 0.99
vOTU_86414,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_11377,sample was not significant in 181 samples (1) > 0.99
vOTU_92000,sample was not significant in 181 samples (1) > 0.99
vOTU_125994,sample was not significant in 181 samples (1) > 0.99
vOTU_1418,sample was not significant in 181 samples (1) > 0.99
vOTU_14802,sample was not significant in 181 samples (1) > 0.99
vOTU_2724,sample was not significant in 181 samples (1) > 0.99
vOTU_1165,sample was not significant in 181 samples (1) > 0.99
vOTU_10949,sample was not significant in 181 samples (1) > 0.99
vOTU_1032,sample was not significant in 181 samples (1) > 0.99
vOTU_161,sample was not significant in 181 samples (1) > 0.99
vOTU_57234,sample was not significant in 181 samples (1) > 0.99
vOTU_1858,sample was not significant in 181 samples (1) > 0.99
vOTU_50725,sample was not significant in 181 samples (1) > 0.99
vOTU_50020,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_9282,sample was not significant in 181 samples (1) > 0.99
vOTU_23108,sample was not significant in 181 samples (1) > 0.99
vOTU_101423,sample was not significant in 181 samples (1) > 0.99
vOTU_685,sample was not significant in 181 samples (1) > 0.99
vOTU_19679,sample was not significant in 181 samples (1) > 0.99
vOTU_6985,sample was not significant in 181 samples (1) > 0.99
vOTU_33506,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_2318,sample was not significant in 181 samples (1) > 0.99
vOTU_62810,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_98479,sample was not significant in 181 samples (1) > 0.99
vOTU_2746,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_60650,sample was not significant in 181 samples (1) > 0.99
vOTU_47122,sample was not significant in 181 samples (1) > 0.99
vOTU_51256,sample was not significant in 181 samples (1) > 0.99
vOTU_1287,sample was not significant in 181 samples (1) > 0.99
vOTU_2293,sample was not significant in 181 samples (1) > 0.99
vOTU_102144,sample was not significant in 181 samples (1) > 0.99
vOTU_2160,sample was not significant in 181 samples (1) > 0.99
vOTU_30004,sample was not significant in 181 samples (1) > 0.99
vOTU_14656,sample was not significant in 181 samples (1) > 0.99
vOTU_60571,sample was not significant in 181 samples (1) > 0.99
vOTU_117817,sample was not significant in 181 samples (1) > 0.99
vOTU_38142,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_116438,sample was not significant in 181 samples (1) > 0.99
vOTU_78313,sample was not significant in 181 samples (1) > 0.99
vOTU_8897,sample was not significant in 181 samples (1) > 0.99
vOTU_58800,sample was not significant in 181 samples (1) > 0.99
vOTU_30388,sample was not significant in 181 samples (1) > 0.99
vOTU_19336,sample was not significant in 181 samples (1) > 0.99
vOTU_25537,sample was not significant in 181 samples (1) > 0.99
vOTU_14333,sample was not significant in 181 samples (1) > 0.99
vOTU_4714,sample was not significant in 181 samples (1) > 0.99
vOTU_14884,sample was not significant in 181 samples (1) > 0.99
vOTU_97029,sample was not significant in 181 samples (1) > 0.99
vOTU_69855,sample was not significant in 181 samples (1) > 0.99
vOTU_66108,sample was not significant in 181 samples (1) > 0.99
vOTU_28915,sample was not significant in 181 samples (1) > 0.99
vOTU_8767,sample was not significant in 181 samples (1) > 0.99
vOTU_54113,sample was not significant in 181 samples (1) > 0.99
vOTU_108093,sample was not significant in 181 samples (1) > 0.99
vOTU_1247,sample was not significant in 181 samples (1) > 0.99
vOTU_1131,sample was not significant in 181 samples (1) > 0.99
vOTU_27747,sample was not significant in 181 samples (1) > 0.99
vOTU_7749,sample was not significant in 181 samples (1) > 0.99
vOTU_8044,sample was not significant in 181 samples (1) > 0.99
vOTU_59794,sample was not significant in 181 samples (1) > 0.99
vOTU_33676,sample was not significant in 181 samples (1) > 0.99
vOTU_738,sample was not significant in 181 samples (1) > 0.99
vOTU_63809,sample was not significant in 181 samples (1) > 0.99
vOTU_2157,sample was not significant in 181 samples (1) > 0.99
vOTU_2806,sample was not significant in 181 samples (1) > 0.99
vOTU_25399,sample was not significant in 181 samples (1) > 0.99
vOTU_961,sample was not significant in 181 samples (1) > 0.99
vOTU_32020,sample was not significant in 181 samples (1) > 0.99
vOTU_95298,sample was not significant in 181 samples (1) > 0.99
vOTU_609,sample was not significant in 181 samples (1) > 0.99
vOTU_19574,sample was not significant in 181 samples (1) > 0.99
vOTU_41864,sample was not significant in 181 samples (1) > 0.99
vOTU_73050,sample was not significant in 181 samples (1) > 0.99
vOTU_66484,sample was not significant in 181 samples (1) > 0.99
vOTU_22233,sample was not significant in 181 samples (1) > 0.99
vOTU_61293,sample was not significant in 181 samples (1) > 0.99
vOTU_43668,sample was not significant in 181 samples (1) > 0.99
vOTU_116139,sample was not significant in 181 samples (1) > 0.99
vOTU_101054,sample was not significant in 181 samples (1) > 0.99
vOTU_9810,sample was not significant in 181 samples (1) > 0.99
vOTU_146070,sample was not significant in 181 samples (1) > 0.99
vOTU_15200,sample was not significant in 181 samples (1) > 0.99
vOTU_228,sample was not significant in 181 samples (1) > 0.99
vOTU_71914,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_35523,sample was not significant in 181 samples (1) > 0.99
vOTU_58166,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_8695,sample was not significant in 181 samples (1) > 0.99
vOTU_26737,sample was not significant in 181 samples (1) > 0.99
vOTU_62912,sample was not significant in 181 samples (1) > 0.99
vOTU_81958,sample was not significant in 181 samples (1) > 0.99
vOTU_4671,sample was not significant in 181 samples (1) > 0.99
vOTU_2076,sample was not significant in 181 samples (1) > 0.99
vOTU_936,sample was not significant in 181 samples (1) > 0.99
vOTU_28294,sample was not significant in 181 samples (1) > 0.99
vOTU_98105,sample was not significant in 181 samples (1) > 0.99
vOTU_1105,sample was not significant in 181 samples (1) > 0.99
vOTU_20146,sample was not significant in 181 samples (1) > 0.99
vOTU_1363,sample was not significant in 181 samples (1) > 0.99
vOTU_240,sample was not significant in 181 samples (1) > 0.99
vOTU_18345,sample was not significant in 181 samples (1) > 0.99
vOTU_2608,sample was not significant in 181 samples (1) > 0.99
vOTU_18880,sample was not significant in 181 samples (1) > 0.99
vOTU_48105,sample was not significant in 181 samples (1) > 0.99
vOTU_87536,sample was not significant in 181 samples (1) > 0.99
vOTU_93112,sample was not significant in 181 samples (1) > 0.99
vOTU_66017,sample was not significant in 181 samples (1) > 0.99
vOTU_867,sample was not significant in 181 samples (1) > 0.99
vOTU_310,sample was not significant in 181 samples (1) > 0.99
vOTU_229,sample was not significant in 181 samples (1) > 0.99
vOTU_134900,sample was not significant in 181 samples (1) > 0.99
vOTU_34931,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_104055,sample was not significant in 181 samples (1) > 0.99
vOTU_1930,sample was not significant in 181 samples (1) > 0.99
vOTU_565,sample was not significant in 181 samples (1) > 0.99
vOTU_17785,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_121599,sample was not significant in 181 samples (1) > 0.99
vOTU_39949,sample was not significant in 181 samples (1) > 0.99
vOTU_146023,sample was not significant in 181 samples (1) > 0.99
vOTU_7522,sample was not significant in 181 samples (1) > 0.99
vOTU_84336,sample was not significant in 181 samples (1) > 0.99
vOTU_53803,sample was not significant in 181 samples (1) > 0.99
vOTU_11871,sample was not significant in 181 samples (1) > 0.99
vOTU_7017,sample was not significant in 181 samples (1) > 0.99
vOTU_62958,sample was not significant in 181 samples (1) > 0.99
vOTU_10504,sample was not significant in 181 samples (1) > 0.99
vOTU_2841,sample was not significant in 181 samples (1) > 0.99
vOTU_3290,sample was not significant in 181 samples (1) > 0.99
vOTU_38008,sample was not significant in 181 samples (1) > 0.99
vOTU_70424,sample was not significant in 181 samples (1) > 0.99
vOTU_24418,sample was not significant in 181 samples (1) > 0.99
vOTU_2463,sample was not significant in 181 samples (1) > 0.99
vOTU_16346,sample was not significant in 181 samples (1) > 0.99
vOTU_2820,sample was not significant in 181 samples (1) > 0.99
vOTU_76118,sample was not significant in 181 samples (1) > 0.99
vOTU_49682,sample was not significant in 181 samples (1) > 0.99
vOTU_50022,sample was not significant in 181 samples (1) > 0.99
vOTU_129199,sample was not significant in 181 samples (1) > 0.99
vOTU_103412,sample was not significant in 181 samples (1) > 0.99
vOTU_69569,sample was not significant in 181 samples (1) > 0.99
vOTU_12259,sample was not significant in 181 samples (1) > 0.99
vOTU_14800,sample was not significant in 181 samples (1) > 0.99
vOTU_109586,sample was not significant in 181 samples (1) > 0.99
vOTU_100853,sample was not significant in 181 samples (1) > 0.99
vOTU_11138,sample was not significant in 181 samples (1) > 0.99
vOTU_42531,sample was not significant in 181 samples (1) > 0.99
vOTU_131145,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_70448,sample was not significant in 181 samples (1) > 0.99
vOTU_90778,sample was not significant in 181 samples (1) > 0.99
vOTU_95581,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_57942,sample was not significant in 181 samples (1) > 0.99
vOTU_27270,sample was not significant in 181 samples (1) > 0.99
vOTU_38049,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_7497,sample was not significant in 181 samples (1) > 0.99
vOTU_81368,sample was not significant in 181 samples (1) > 0.99
vOTU_42522,sample was not significant in 181 samples (1) > 0.99
vOTU_1407,sample was not significant in 181 samples (1) > 0.99
vOTU_115992,sample was not significant in 181 samples (1) > 0.99
vOTU_12133,sample was not significant in 181 samples (1) > 0.99
vOTU_11278,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_13469,sample was not significant in 181 samples (1) > 0.99
vOTU_3998,sample was not significant in 181 samples (1) > 0.99
vOTU_153,sample was not significant in 181 samples (1) > 0.99
vOTU_7925,sample was not significant in 181 samples (1) > 0.99
vOTU_102554,sample was not significant in 181 samples (1) > 0.99
vOTU_1671,sample was not significant in 181 samples (1) > 0.99
vOTU_15150,sample was not significant in 181 samples (1) > 0.99
vOTU_1889,sample was not significant in 181 samples (1) > 0.99
vOTU_9363,sample was not significant in 181 samples (1) > 0.99
vOTU_15634,sample was not significant in 181 samples (1) > 0.99
vOTU_112953,sample was not significant in 181 samples (1) > 0.99
vOTU_32413,sample was not significant in 181 samples (1) > 0.99
vOTU_56381,sample was not significant in 181 samples (1) > 0.99
vOTU_57956,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_126377,sample was not significant in 181 samples (1) > 0.99
vOTU_31983,sample was not significant in 181 samples (1) > 0.99
vOTU_56971,sample was not significant in 181 samples (1) > 0.99
vOTU_62397,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_22261,sample was not significant in 181 samples (1) > 0.99
vOTU_72192,sample was not significant in 181 samples (1) > 0.99
vOTU_10408,sample was not significant in 181 samples (1) > 0.99
vOTU_34945,sample was not significant in 181 samples (1) > 0.99
vOTU_20251,sample was not significant in 181 samples (1) > 0.99
vOTU_82437,sample was not significant in 181 samples (1) > 0.99
vOTU_25356,sample was not significant in 181 samples (1) > 0.99
vOTU_31112,sample was not significant in 181 samples (1) > 0.99
vOTU_25100,sample was not significant in 181 samples (1) > 0.99
vOTU_3204,sample was not significant in 181 samples (1) > 0.99
vOTU_40866,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_20368,sample was not significant in 181 samples (1) > 0.99
vOTU_88999,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_25990,sample was not significant in 181 samples (1) > 0.99
vOTU_13668,sample was not significant in 181 samples (1) > 0.99
vOTU_8093,sample was not significant in 181 samples (1) > 0.99
vOTU_81276,sample was not significant in 181 samples (1) > 0.99
vOTU_12964,sample was not significant in 181 samples (1) > 0.99
vOTU_11531,sample was not significant in 181 samples (1) > 0.99
vOTU_11366,sample was not significant in 181 samples (1) > 0.99
vOTU_32158,sample was not significant in 181 samples (1) > 0.99
vOTU_20982,sample was not significant in 181 samples (1) > 0.99
vOTU_113586,sample was not significant in 181 samples (1) > 0.99
vOTU_43988,sample was not significant in 181 samples (1) > 0.99
vOTU_3523,sample was not significant in 181 samples (1) > 0.99
vOTU_35125,sample was not significant in 181 samples (1) > 0.99
vOTU_326,sample was not significant in 181 samples (1) > 0.99
vOTU_30168,sample was not significant in 181 samples (1) > 0.99
vOTU_54991,sample was not significant in 181 samples (1) > 0.99
vOTU_114031,sample was not significant in 181 samples (1) > 0.99
vOTU_29933,sample was not significant in 181 samples (1) > 0.99
vOTU_3648,sample was not significant in 181 samples (1) > 0.99
vOTU_21216,sample was not significant in 181 samples (1) > 0.99
vOTU_4192,sample was not significant in 181 samples (1) > 0.99
vOTU_22036,sample was not significant in 181 samples (1) > 0.99
vOTU_71745,sample was not significant in 181 samples (1) > 0.99
vOTU_20078,sample was not significant in 181 samples (1) > 0.99
vOTU_91705,sample was not significant in 181 samples (1) > 0.99
vOTU_214,sample was not significant in 181 samples (1) > 0.99
vOTU_91684,sample was not significant in 181 samples (1) > 0.99
vOTU_1599,sample was not significant in 181 samples (1) > 0.99
vOTU_20113,sample was not significant in 181 samples (1) > 0.99
vOTU_1265,sample was not significant in 181 samples (1) > 0.99
vOTU_8,sample was not significant in 181 samples (1) > 0.99
vOTU_60870,sample was not significant in 181 samples (1) > 0.99
vOTU_15644,sample was not significant in 181 samples (1) > 0.99
vOTU_83961,sample was not significant in 181 samples (1) > 0.99
vOTU_31775,sample was not significant in 181 samples (1) > 0.99
vOTU_94280,sample was not significant in 181 samples (1) > 0.99
vOTU_126241,sample was not significant in 181 samples (1) > 0.99
vOTU_64428,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_124933,sample was not significant in 181 samples (1) > 0.99
vOTU_947,sample was not significant in 181 samples (1) > 0.99
vOTU_3781,sample was not significant in 181 samples (1) > 0.99
vOTU_1727,sample was not significant in 181 samples (1) > 0.99
vOTU_12830,sample was not significant in 181 samples (1) > 0.99
vOTU_1771,sample was not significant in 181 samples (1) > 0.99
vOTU_1436,sample was not significant in 181 samples (1) > 0.99
vOTU_105856,sample was not significant in 181 samples (1) > 0.99
vOTU_91817,sample was not significant in 181 samples (1) > 0.99
vOTU_18251,sample was not significant in 181 samples (1) > 0.99
vOTU_7384,sample was not significant in 181 samples (1) > 0.99
vOTU_107188,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_3140,sample was not significant in 181 samples (1) > 0.99
vOTU_80919,sample was not significant in 181 samples (1) > 0.99
vOTU_46029,sample was not significant in 181 samples (1) > 0.99
vOTU_2515,sample was not significant in 181 samples (1) > 0.99
vOTU_59821,sample was not significant in 181 samples (1) > 0.99
vOTU_91161,sample was not significant in 181 samples (1) > 0.99
vOTU_2779,sample was not significant in 181 samples (1) > 0.99
vOTU_132837,sample was not significant in 181 samples (1) > 0.99
vOTU_29448,sample was not significant in 181 samples (1) > 0.99
vOTU_15879,sample was not significant in 181 samples (1) > 0.99
vOTU_66365,sample was not significant in 181 samples (1) > 0.99
vOTU_62320,sample was not significant in 181 samples (1) > 0.99
vOTU_1187,sample was not significant in 181 samples (1) > 0.99
vOTU_82023,sample was not significant in 181 samples (1) > 0.99
vOTU_1558,sample was not significant in 181 samples (1) > 0.99
vOTU_4549,sample was not significant in 181 samples (1) > 0.99
vOTU_8607,sample was not significant in 181 samples (1) > 0.99
vOTU_59026,sample was not significant in 181 samples (1) > 0.99
vOTU_60599,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_141187,sample was not significant in 181 samples (1) > 0.99
vOTU_52141,sample was not significant in 181 samples (1) > 0.99
vOTU_6974,sample was not significant in 181 samples (1) > 0.99
vOTU_12315,sample was not significant in 181 samples (1) > 0.99
vOTU_110012,sample was not significant in 181 samples (1) > 0.99
vOTU_11842,sample was not significant in 181 samples (1) > 0.99
vOTU_18200,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_142272,sample was not significant in 181 samples (1) > 0.99
vOTU_1147,sample was not significant in 181 samples (1) > 0.99
vOTU_30407,sample was not significant in 181 samples (1) > 0.99
vOTU_48202,sample was not significant in 181 samples (1) > 0.99
vOTU_2480,sample was not significant in 181 samples (1) > 0.99
vOTU_7167,sample was not significant in 181 samples (1) > 0.99
vOTU_134731,sample was not significant in 181 samples (1) > 0.99
vOTU_79096,sample was not significant in 181 samples (1) > 0.99
vOTU_46079,sample was not significant in 181 samples (1) > 0.99
vOTU_37415,sample was not significant in 181 samples (1) > 0.99
vOTU_72103,sample was not significant in 181 samples (1) > 0.99
vOTU_52781,sample was not significant in 181 samples (1) > 0.99
vOTU_3915,sample was not significant in 181 samples (1) > 0.99
vOTU_25364,sample was not significant in 181 samples (1) > 0.99
vOTU_1170,sample was not significant in 181 samples (1) > 0.99
vOTU_144949,sample was not significant in 181 samples (1) > 0.99
vOTU_471,sample was not significant in 181 samples (1) > 0.99
vOTU_123826,sample was not significant in 181 samples (1) > 0.99
vOTU_91296,sample was not significant in 181 samples (1) > 0.99
vOTU_54267,sample was not significant in 181 samples (1) > 0.99
vOTU_12971,sample was not significant in 181 samples (1) > 0.99
vOTU_83008,sample was not significant in 181 samples (1) > 0.99
vOTU_1154,sample was not significant in 181 samples (1) > 0.99
vOTU_11667,sample was not significant in 181 samples (1) > 0.99
vOTU_42165,sample was not significant in 181 samples (1) > 0.99
vOTU_124627,sample was not significant in 181 samples (1) > 0.99
vOTU_53325,sample was not significant in 181 samples (1) > 0.99
vOTU_11124,sample was not significant in 181 samples (1) > 0.99
vOTU_63130,sample was not significant in 181 samples (1) > 0.99
vOTU_123046,sample was not significant in 181 samples (1) > 0.99
vOTU_29142,sample was not significant in 181 samples (1) > 0.99
vOTU_10481,sample was not significant in 181 samples (1) > 0.99
vOTU_63886,sample was not significant in 181 samples (1) > 0.99
vOTU_66826,sample was not significant in 181 samples (1) > 0.99
vOTU_667,sample was not significant in 181 samples (1) > 0.99
vOTU_72476,sample was not significant in 181 samples (1) > 0.99
vOTU_52434,sample was not significant in 181 samples (1) > 0.99
vOTU_110910,sample was not significant in 181 samples (1) > 0.99
vOTU_119454,sample was not significant in 181 samples (1) > 0.99
vOTU_120587,sample was not significant in 181 samples (1) > 0.99
vOTU_51680,sample was not significant in 181 samples (1) > 0.99
vOTU_19459,sample was not significant in 181 samples (1) > 0.99
vOTU_2175,sample was not significant in 181 samples (1) > 0.99
vOTU_71212,sample was not significant in 181 samples (1) > 0.99
vOTU_71772,sample was not significant in 181 samples (1) > 0.99
vOTU_877,sample was not significant in 181 samples (1) > 0.99
vOTU_125833,sample was not significant in 181 samples (1) > 0.99
vOTU_11116,sample was not significant in 181 samples (1) > 0.99
vOTU_13195,sample was not significant in 181 samples (1) > 0.99
vOTU_17012,sample was not significant in 181 samples (1) > 0.99
vOTU_4436,sample was not significant in 181 samples (1) > 0.99
vOTU_11794,sample was not significant in 181 samples (1) > 0.99
vOTU_26272,sample was not significant in 181 samples (1) > 0.99
vOTU_45188,sample was not significant in 181 samples (1) > 0.99
vOTU_27424,sample was not significant in 181 samples (1) > 0.99
vOTU_50787,sample was not significant in 181 samples (1) > 0.99
vOTU_22353,sample was not significant in 181 samples (1) > 0.99
vOTU_72814,sample was not significant in 181 samples (1) > 0.99
vOTU_56531,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_43227,sample was not significant in 181 samples (1) > 0.99
vOTU_8570,sample was not significant in 181 samples (1) > 0.99
vOTU_30318,sample was not significant in 181 samples (1) > 0.99
vOTU_117313,sample was not significant in 181 samples (1) > 0.99
vOTU_78119,sample was not significant in 181 samples (1) > 0.99
vOTU_1319,sample was not significant in 181 samples (1) > 0.99
vOTU_57701,sample was not significant in 181 samples (1) > 0.99
vOTU_7295,sample was not significant in 181 samples (1) > 0.99
vOTU_59327,sample was not significant in 181 samples (1) > 0.99
vOTU_103456,sample was not significant in 181 samples (1) > 0.99
vOTU_55111,sample was not significant in 181 samples (1) > 0.99
vOTU_13988,sample was not significant in 181 samples (1) > 0.99
vOTU_1876,sample was not significant in 181 samples (1) > 0.99
vOTU_129235,sample was not significant in 181 samples (1) > 0.99
vOTU_12535,sample was not significant in 181 samples (1) > 0.99
vOTU_1192,sample was not significant in 181 samples (1) > 0.99
vOTU_14741,sample was not significant in 181 samples (1) > 0.99
vOTU_94671,sample was not significant in 181 samples (1) > 0.99
vOTU_15255,sample was not significant in 181 samples (1) > 0.99
vOTU_2143,sample was not significant in 181 samples (1) > 0.99
vOTU_14893,sample was not significant in 181 samples (1) > 0.99
vOTU_103702,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_67625,sample was not significant in 181 samples (1) > 0.99
vOTU_101800,sample was not significant in 181 samples (1) > 0.99
vOTU_9319,sample was not significant in 181 samples (1) > 0.99
vOTU_22420,sample was not significant in 181 samples (1) > 0.99
vOTU_47058,sample was not significant in 181 samples (1) > 0.99
vOTU_111736,sample was not significant in 181 samples (1) > 0.99
vOTU_38,sample was not significant in 181 samples (1) > 0.99
vOTU_29416,sample was not significant in 181 samples (1) > 0.99
vOTU_121446,sample was not significant in 181 samples (1) > 0.99
vOTU_25512,sample was not significant in 181 samples (1) > 0.99
vOTU_10126,sample was not significant in 181 samples (1) > 0.99
vOTU_61738,sample was not significant in 181 samples (1) > 0.99
vOTU_80669,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_32641,sample was not significant in 181 samples (1) > 0.99
vOTU_8650,sample was not significant in 181 samples (1) > 0.99
vOTU_140111,sample was not significant in 181 samples (1) > 0.99
vOTU_41817,sample was not significant in 181 samples (1) > 0.99
vOTU_30907,sample was not significant in 181 samples (1) > 0.99
vOTU_9971,sample was not significant in 181 samples (1) > 0.99
vOTU_136430,sample was not significant in 181 samples (1) > 0.99
vOTU_30369,sample was not significant in 181 samples (1) > 0.99
vOTU_6289,sample was not significant in 181 samples (1) > 0.99
vOTU_55731,sample was not significant in 181 samples (1) > 0.99
vOTU_41234,sample was not significant in 181 samples (1) > 0.99
vOTU_78168,sample was not significant in 181 samples (1) > 0.99
vOTU_59597,sample was not significant in 181 samples (1) > 0.99
vOTU_447,sample was not significant in 181 samples (1) > 0.99
vOTU_1216,sample was not significant in 181 samples (1) > 0.99
vOTU_105765,sample was not significant in 181 samples (1) > 0.99
vOTU_4678,sample was not significant in 181 samples (1) > 0.99
vOTU_114391,sample was not significant in 181 samples (1) > 0.99
vOTU_75053,sample was not significant in 181 samples (1) > 0.99
vOTU_106782,sample was not significant in 181 samples (1) > 0.99
vOTU_61910,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_3941,sample was not significant in 181 samples (1) > 0.99
vOTU_29008,sample was not significant in 181 samples (1) > 0.99
vOTU_27704,sample was not significant in 181 samples (1) > 0.99
vOTU_78739,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_10686,sample was not significant in 181 samples (1) > 0.99
vOTU_885,sample was not significant in 181 samples (1) > 0.99
vOTU_119960,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_105154,sample was not significant in 181 samples (1) > 0.99
vOTU_71594,sample was not significant in 181 samples (1) > 0.99
vOTU_61150,sample was not significant in 181 samples (1) > 0.99
vOTU_3104,sample was not significant in 181 samples (1) > 0.99
vOTU_9253,sample was not significant in 181 samples (1) > 0.99
vOTU_47538,sample was not significant in 181 samples (1) > 0.99
vOTU_11067,sample was not significant in 181 samples (1) > 0.99
vOTU_118023,sample was not significant in 181 samples (1) > 0.99
vOTU_8865,sample was not significant in 181 samples (1) > 0.99
vOTU_3920,sample was not significant in 181 samples (1) > 0.99
vOTU_23282,sample was not significant in 181 samples (1) > 0.99
vOTU_3715,sample was not significant in 181 samples (1) > 0.99
vOTU_1589,sample was not significant in 181 samples (1) > 0.99
vOTU_34224,sample was not significant in 181 samples (1) > 0.99
vOTU_841,sample was not significant in 181 samples (1) > 0.99
vOTU_12614,sample was not significant in 181 samples (1) > 0.99
vOTU_32469,sample was not significant in 181 samples (1) > 0.99
vOTU_587,sample was not significant in 181 samples (1) > 0.99
vOTU_26487,sample was not significant in 181 samples (1) > 0.99
vOTU_20277,sample was not significant in 181 samples (1) > 0.99
vOTU_76905,sample was not significant in 181 samples (1) > 0.99
vOTU_6078,sample was not significant in 181 samples (1) > 0.99
vOTU_110954,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_82110,sample was not significant in 181 samples (1) > 0.99
vOTU_12747,sample was not significant in 181 samples (1) > 0.99
vOTU_32073,sample was not significant in 181 samples (1) > 0.99
vOTU_131932,sample was not significant in 181 samples (1) > 0.99
vOTU_20888,sample was not significant in 181 samples (1) > 0.99
vOTU_7619,sample was not significant in 181 samples (1) > 0.99
vOTU_62089,sample was not significant in 181 samples (1) > 0.99
vOTU_118705,sample was not significant in 181 samples (1) > 0.99
vOTU_52160,sample was not significant in 181 samples (1) > 0.99
vOTU_92245,sample was not significant in 181 samples (1) > 0.99
vOTU_59603,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_125131,sample was not significant in 181 samples (1) > 0.99
vOTU_134084,sample was not significant in 181 samples (1) > 0.99
vOTU_122615,sample was not significant in 181 samples (1) > 0.99
vOTU_4491,sample was not significant in 181 samples (1) > 0.99
vOTU_28291,sample was not significant in 181 samples (1) > 0.99
vOTU_58643,sample was not significant in 181 samples (1) > 0.99
vOTU_2511,sample was not significant in 181 samples (1) > 0.99
vOTU_12507,sample was not significant in 181 samples (1) > 0.99
vOTU_61850,sample was not significant in 181 samples (1) > 0.99
vOTU_122101,sample was not significant in 181 samples (1) > 0.99
vOTU_15670,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_4123,sample was not significant in 181 samples (1) > 0.99
vOTU_80960,sample was not significant in 181 samples (1) > 0.99
vOTU_1108,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_4112,sample was not significant in 181 samples (1) > 0.99
vOTU_82307,sample was not significant in 181 samples (1) > 0.99
vOTU_107874,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_3592,sample was not significant in 181 samples (1) > 0.99
vOTU_77969,sample was not significant in 181 samples (1) > 0.99
vOTU_33833,sample was not significant in 181 samples (1) > 0.99
vOTU_1519,sample was not significant in 181 samples (1) > 0.99
vOTU_11199,sample was not significant in 181 samples (1) > 0.99
vOTU_78997,sample was not significant in 181 samples (1) > 0.99
vOTU_16972,sample was not significant in 181 samples (1) > 0.99
vOTU_16636,sample was not significant in 181 samples (1) > 0.99
vOTU_11140,sample was not significant in 181 samples (1) > 0.99
vOTU_80010,sample was not significant in 181 samples (1) > 0.99
vOTU_31194,sample was not significant in 181 samples (1) > 0.99
vOTU_14707,sample was not significant in 181 samples (1) > 0.99
vOTU_41578,sample was not significant in 181 samples (1) > 0.99
vOTU_2040,sample was not significant in 181 samples (1) > 0.99
vOTU_32306,sample was not significant in 181 samples (1) > 0.99
vOTU_120421,sample was not significant in 181 samples (1) > 0.99
vOTU_4639,sample was not significant in 181 samples (1) > 0.99
vOTU_48110,sample was not significant in 181 samples (1) > 0.99
vOTU_80141,sample was not significant in 181 samples (1) > 0.99
vOTU_72477,sample was not significant in 181 samples (1) > 0.99
vOTU_15413,sample was not significant in 181 samples (1) > 0.99
vOTU_11924,sample was not significant in 181 samples (1) > 0.99
vOTU_115244,sample was not significant in 181 samples (1) > 0.99
vOTU_14477,sample was not significant in 181 samples (1) > 0.99
