OTU_ID	NXT075Mao01	NXT075Mao02	NXT075Mao03	NXT075Mao04	NXT075Mao05	NXT075Mao06	NXT075Mao07	NXT075Mao08	NXT075Mao09	NXT075Mao100	NXT075Mao101	NXT075Mao102	NXT075Mao103	NXT075Mao104	NXT075Mao105	NXT075Mao106	NXT075Mao107	NXT075Mao108	NXT075Mao109	NXT075Mao10	NXT075Mao110	NXT075Mao111	NXT075Mao112	NXT075Mao113	NXT075Mao114	NXT075Mao115	NXT075Mao116	NXT075Mao117	NXT075Mao118	NXT075Mao119	NXT075Mao11	NXT075Mao120	NXT075Mao121	NXT075Mao122	NXT075Mao123	NXT075Mao124	NXT075Mao125	NXT075Mao126	NXT075Mao127	NXT075Mao128	NXT075Mao129	NXT075Mao12	NXT075Mao130	NXT075Mao131	NXT075Mao132	NXT075Mao133	NXT075Mao134	NXT075Mao135	NXT075Mao136	NXT075Mao137	NXT075Mao138	NXT075Mao139	NXT075Mao13	NXT075Mao140	NXT075Mao141	NXT075Mao142	NXT075Mao143	NXT075Mao144	NXT075Mao145	NXT075Mao146	NXT075Mao147	NXT075Mao148	NXT075Mao149	NXT075Mao14	NXT075Mao150	NXT075Mao151	NXT075Mao152	NXT075Mao153	NXT075Mao154	NXT075Mao155	NXT075Mao156	NXT075Mao157	NXT075Mao158	NXT075Mao159	NXT075Mao15	NXT075Mao160	NXT075Mao161	NXT075Mao162	NXT075Mao163	NXT075Mao164	NXT075Mao165	NXT075Mao166	NXT075Mao167	NXT075Mao168	NXT075Mao169	NXT075Mao16	NXT075Mao170	NXT075Mao171	NXT075Mao172	NXT075Mao173	NXT075Mao174	NXT075Mao175	NXT075Mao176	NXT075Mao177	NXT075Mao178	NXT075Mao179	NXT075Mao17	NXT075Mao180	NXT075Mao181	NXT075Mao182	NXT075Mao183	NXT075Mao184	NXT075Mao185	NXT075Mao186	NXT075Mao187	NXT075Mao188	NXT075Mao189	NXT075Mao18	NXT075Mao190	NXT075Mao191	NXT075Mao192	NXT075Mao193	NXT075Mao194	NXT075Mao195	NXT075Mao196	NXT075Mao198	NXT075Mao199	NXT075Mao19	NXT075Mao200	NXT075Mao201	NXT075Mao202	NXT075Mao203	NXT075Mao204	NXT075Mao205	NXT075Mao206	NXT075Mao207	NXT075Mao208	NXT075Mao209	NXT075Mao20	NXT075Mao210	NXT075Mao211	NXT075Mao212	NXT075Mao213	NXT075Mao214	NXT075Mao215	NXT075Mao216	NXT075Mao217	NXT075Mao218	NXT075Mao219	NXT075Mao21	NXT075Mao220	NXT075Mao221	NXT075Mao222	NXT075Mao223	NXT075Mao224	NXT075Mao225	NXT075Mao226	NXT075Mao227	NXT075Mao228	NXT075Mao229	NXT075Mao22	NXT075Mao230	NXT075Mao231	NXT075Mao232	NXT075Mao233	NXT075Mao234	NXT075Mao235	NXT075Mao236	NXT075Mao237	NXT075Mao238	NXT075Mao23	NXT075Mao240	NXT075Mao241	NXT075Mao242	NXT075Mao243	NXT075Mao244	NXT075Mao245	NXT075Mao246	NXT075Mao247	NXT075Mao248	NXT075Mao249	NXT075Mao24	NXT075Mao250	NXT075Mao251	NXT075Mao252	NXT075Mao253	NXT075Mao254	NXT075Mao255	NXT075Mao256	NXT075Mao257	NXT075Mao258	NXT075Mao259	NXT075Mao25	NXT075Mao260	NXT075Mao261	NXT075Mao262	NXT075Mao263	NXT075Mao264	NXT075Mao265	NXT075Mao266	NXT075Mao267	NXT075Mao268	NXT075Mao269	NXT075Mao26	NXT075Mao270	NXT075Mao271	NXT075Mao272	NXT075Mao273	NXT075Mao274	NXT075Mao275	NXT075Mao276	NXT075Mao277	NXT075Mao278	NXT075Mao279	NXT075Mao27	NXT075Mao280	NXT075Mao281	NXT075Mao282	NXT075Mao283	NXT075Mao284	NXT075Mao285	NXT075Mao286	NXT075Mao287	NXT075Mao288	NXT075Mao289	NXT075Mao28	NXT075Mao290	NXT075Mao29	NXT075Mao30	NXT075Mao31	NXT075Mao32	NXT075Mao33	NXT075Mao34	NXT075Mao35	NXT075Mao36	NXT075Mao37	NXT075Mao38	NXT075Mao39	NXT075Mao40	NXT075Mao41	NXT075Mao42	NXT075Mao43	NXT075Mao44	NXT075Mao45	NXT075Mao46	NXT075Mao47	NXT075Mao48	NXT075Mao49	NXT075Mao50	NXT075Mao51	NXT075Mao52	NXT075Mao53	NXT075Mao54	NXT075Mao55	NXT075Mao56	NXT075Mao57	NXT075Mao58	NXT075Mao59	NXT075Mao60	NXT075Mao61	NXT075Mao62	NXT075Mao63	NXT075Mao64	NXT075Mao65	NXT075Mao66	NXT075Mao67	NXT075Mao68	NXT075Mao69	NXT075Mao70	NXT075Mao71	NXT075Mao72	NXT075Mao73	NXT075Mao74	NXT075Mao75	NXT075Mao76	NXT075Mao77	NXT075Mao78	NXT075Mao79	NXT075Mao80	NXT075Mao81	NXT075Mao82	NXT075Mao83	NXT075Mao84	NXT075Mao85	NXT075Mao86	NXT075Mao87	NXT075Mao88	NXT075Mao89	NXT075Mao90	NXT075Mao91	NXT075Mao92	NXT075Mao93	NXT075Mao94	NXT075Mao95	NXT075Mao96	NXT075Mao97	NXT075Mao98	NXT075Mao99	taxonomy
zOTU_178	0	0	0	0	0	0	0	0	0	1	47	31	20	93	16	6	56	80	32	0	120	29	88	9	138	47	35	46	22	36	0	31	150	30	22	30	25	14	27	44	18	0	124	16	69	29	73	20	33	22	14	15	0	26	22	12	0	0	241	25	89	24	46	0	52	50	345	68	93	47	35	9	46	9	0	34	166	25	16	56	138	1	8	4	41	0	14	16	19	0	33	1	94	23	16	14	0	17	42	48	34	81	14	21	41	25	7	0	137	131	0	19	214	214	311	0	321	0	31	18	32	74	73	187	48	87	63	114	0	87	152	22	131	123	16	90	17	123	29	0	42	101	162	29	49	80	99	41	10	2	0	40	2	49	76	37	113	21	56	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	291	25	51	11	17	0	2	38	29	89	78	116	529	100	21	57	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	18	46	94	13	207	53	19	69	27	24	68	18	6	7	26	4	8	9	14	148	25	13	27	1	26	21	50	0	79	0	0	8	5	16	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__
zOTU_48	0	0	0	0	0	0	0	0	0	394	657	71	860	322	589	1474	6	13	169	0	295	26	744	531	382	770	1594	198	1296	79	0	26	862	385	48	153	140	551	376	438	747	0	117	974	172	1344	1428	217	3	1066	375	490	0	357	264	596	0	0	301	759	1108	1151	827	0	843	179	811	212	640	598	21	0	1197	143	0	98	249	804	952	724	685	379	14	460	28	0	47	73	135	313	798	5	1224	14	40	117	0	196	532	453	318	475	639	521	2	106	272	0	132	493	0	2	0	0	2	0	14	0	1	0	37	1	3	2	0	0	65	16	0	13	5	2	151	0	7	2	14	0	21	0	0	10	0	56	21	2	0	105	13	0	0	1	49	14	23	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	125	735	502	649	0	347	1030	314	261	698	203	537	1838	462	244	0	72	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936	19	182	772	2083	455	480	888	900	941	1065	588	450	1269	163	219	98	136	530	839	10	660	137	316	381	889	688	166	0	156	0	0	48	398	176	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
zOTU_2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	54	0	0	3	0	0	1	0	0	0	0	0	0	0	1	76	72	0	0	0	0	4	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
zOTU_4315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
zOTU_5727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__;s__
zOTU_2707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	5	0	12	3	4	0	1	0	0	0	0	10	0	4	0	4	7	0	3	4	2	1	0	0	2	7	2	0	0	0	0	9	1	4	0	0	1	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
zOTU_5892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__
zOTU_3970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
zOTU_4615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
zOTU_493	0	0	0	0	0	0	0	0	0	29	10	1	20	15	10	8	8	18	27	0	4	3	9	6	0	15	7	12	12	0	0	13	9	10	24	9	27	11	5	8	16	0	2	2	7	14	14	3	30	9	3	14	0	9	5	10	0	0	46	4	16	24	12	0	15	8	23	16	12	14	2	13	42	17	0	5	13	15	10	10	16	14	10	4	4	0	15	16	5	52	7	1	30	6	5	6	0	7	39	35	8	11	5	8	27	1	8	0	10	4	0	20	28	25	17	0	41	0	74	15	44	7	11	4	9	30	129	31	0	16	31	7	40	5	1	18	22	25	24	0	86	66	14	21	30	18	16	77	30	18	0	11	19	9	52	4	4	9	3	31	0	0	70	9	4	3	2	1	2	1	0	0	3	3	1	1	2	0	3	30	2	30	17	23	7	109	32	20	51	2	13	17	24	0	22	12	12	6	20	9	32	23	4	17	0	20	72	3	0	3	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	6	10	17	15	26	25	18	19	11	13	25	10	25	10	3	9	1	11	13	6	24	15	4	27	20	23	0	9	0	0	34	8	11	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
zOTU_2562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	32	2	0	0	0	23	0	0	0	7	0	3	5	0	4	0	0	1	0	0	0	21	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
zOTU_1259	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	21	0	0	0	0	3	0	0	5	0	3	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	3	0	1	0	0	12	2	0	1	0	0	0	2	0	0	0	3	0	0	0	0	4	0	3	0	0	8	0	1	0	8	0	0	0	3	0	0	90	1	0	0	4	0	0	12	2	12	0	0	11	9	0	1	0	0	1	7	3	0	2	5	0	0	0	0	0	13	0	7	6	14	2	0	10	0	4	1	4	1	5	5	4	7	4	4	0	4	6	3	0	3	1	7	3	8	15	0	3	9	10	4	4	10	2	1	2	15	0	2	9	1	4	0	22	3	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	1	34	3	1	0	3	1	0	0	20	0	38	16	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	5	0	2	1	5	0	0	9	0	0	0	0	0	0	2	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__
zOTU_4126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
zOTU_2130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	1	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
zOTU_1951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	124	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
zOTU_849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	4	3	8	3	0	1	0	2	0	1	3	2	0	0	0	1	0	3	246	0	273	21	362	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	78	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
zOTU_149	0	58	920	209	0	354	373	609	299	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	541	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655	0	0	0	0	0	0	0	0	0	0	621	0	0	0	1	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	573	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	16	0	1	1178	0	1038	646	69	456	0	0	394	490	190	253	7	0	0	1	373	0	0	43	1	115	90	14	545	950	0	0	87	215	253	12	1	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__
